task_id,conversation_type,duration_min,n_events_mean,event_rate_per_min,word_rate_wpm,words_sp1,words_sp2,wpm_sp1,wpm_sp2,ttr_sp1,ttr_sp2,silence_ratio,turn_count,turn_dur_mean,turn_dur_median,turn_dur_std,n_speaker_changes,fto_mean_s,fto_median_s,fto_n,speaker_balance,bc_rate_per_min,bc_ack_per_min,bc_cont_per_min,bc_react_per_min,int_rate_per_min,int_competitive_per_min,int_cooperative_per_min,int_floor_taking_per_min,int_non_floor_per_min,overlap_count_per_min,overlap_dur_s,laughter_rate_per_min,non_content_ratio,question_rate_per_min
2169,Switchboard,9.992,184.0,18.414,237.48,1167,1206,116.79,120.69,0.2888,0.2637,0.1151,68,9.177,3.091,12.966,67,-0.387,-0.295,67,0.464,4.103,,,,2.202,,,2.002,0.2,4.604,27.1,1.101,0.0387,
2171,Switchboard,9.998,126.0,12.603,180.54,838,967,83.82,96.72,0.3126,0.3309,0.2459,62,9.432,5.553,10.997,61,0.211,0.205,61,0.4588,2.801,,,,0.5,,,0.4,0.1,2.0,6.23,1.2,0.0021,0.9
2172,Switchboard,9.981,203.0,20.338,234.44,1067,1273,106.9,127.54,0.3336,0.3111,0.151,106,5.471,3.903,5.103,105,0.175,0.152,105,0.4689,4.709,,,,0.902,,,0.902,0.0,3.607,11.96,1.202,0.0007,
2173,Switchboard,9.971,282.0,28.281,245.2,1410,1035,141.41,103.8,0.2709,0.3121,0.1052,102,6.014,2.138,8.53,101,-0.159,-0.067,101,0.58,7.421,,,,1.404,,,1.404,0.0,6.017,25.66,4.012,0.0111,
2174,Switchboard,9.996,65.0,6.502,195.67,601,1355,60.12,135.55,0.4642,0.2878,0.2587,37,15.596,8.645,18.283,36,0.581,0.871,36,0.3051,0.4,,,,0.3,,,0.3,0.0,0.6,1.65,0.7,0.007,
2175,Switchboard,9.994,159.0,15.909,213.32,1347,785,134.78,78.54,0.2546,0.2968,0.1284,56,10.818,4.723,13.081,55,-0.125,-0.068,55,0.6268,4.202,,,,1.001,,,1.001,0.0,3.602,15.56,1.301,0.0069,1.501
2176,Switchboard,9.999,202.0,20.202,215.82,1234,924,123.41,92.41,0.2731,0.3193,0.1603,93,6.24,2.286,8.597,92,0.192,0.19,92,0.542,3.9,,,,0.8,,,0.7,0.1,3.2,12.35,3.0,0.0037,
2177,Switchboard,4.788,158.0,33.001,213.67,538,485,112.37,101.3,0.3439,0.4247,0.1451,69,4.293,1.81,6.073,68,-0.169,0.021,68,0.5173,6.057,,,,1.462,,,1.253,0.209,7.519,15.39,2.506,0.0271,0.835
2178,Switchboard,8.413,176.0,20.921,179.85,685,828,81.43,98.42,0.3635,0.3454,0.1203,54,9.368,5.103,10.244,53,-0.081,-0.066,53,0.464,5.349,,,,0.713,,,0.594,0.119,4.16,13.81,3.685,0.0109,0.951
2179,Switchboard,9.998,249.0,24.905,224.84,1522,726,152.23,72.61,0.2707,0.3554,0.1466,111,5.564,2.76,6.868,110,-0.18,0.074,110,0.6249,5.801,,,,1.8,,,1.8,0.0,5.501,23.48,0.7,0.0126,
2180,Switchboard,8.678,74.0,8.527,168.24,982,478,113.16,55.08,0.3656,0.4121,0.1598,29,17.707,2.651,34.333,28,0.125,0.155,28,0.7141,3.111,,,,0.346,,,0.346,0.0,1.498,5.77,0.346,0.0008,0.346
2181,Switchboard,9.838,202.0,20.533,212.45,1480,610,150.44,62.01,0.2872,0.3541,0.1511,64,9.222,3.284,15.035,63,-0.048,-0.159,63,0.6791,5.591,,,,1.118,,,1.118,0.0,3.964,19.07,2.135,0.0204,0.712
2182,Switchboard,10.013,62.0,6.192,185.55,867,991,86.59,98.97,0.3702,0.2906,0.1853,23,26.105,7.287,34.097,22,-0.003,0.244,22,0.4828,1.897,,,,0.399,,,0.399,0.0,0.799,4.89,0.699,0.0043,
2184,Switchboard,7.716,166.0,21.513,173.53,675,664,87.48,86.05,0.3748,0.3675,0.179,58,7.829,2.395,13.12,57,0.102,0.024,57,0.5137,6.739,,,,0.648,,,0.518,0.13,3.758,11.89,2.592,0.0129,1.037
2185,Switchboard,10.01,116.0,11.589,200.31,593,1412,59.24,141.06,0.3862,0.2826,0.1598,56,10.588,3.641,18.545,55,0.115,0.163,55,0.2895,2.298,,,,0.2,,,0.2,0.0,1.299,5.42,1.698,0.0056,1.698
2186,Switchboard,9.997,138.0,13.804,193.05,718,1212,71.82,121.23,0.3398,0.2913,0.1686,78,7.553,4.187,8.871,77,0.117,0.149,77,0.3388,1.7,,,,0.4,,,0.4,0.0,2.601,11.52,1.0,0.004,
2187,Switchboard,9.974,200.0,20.052,202.22,1593,424,159.71,42.51,0.2624,0.375,0.1285,94,6.627,2.985,9.526,93,-0.285,-0.139,93,0.7679,2.306,,,,1.805,,,1.704,0.1,6.016,25.37,1.303,0.0094,1.303
2189,Switchboard,5.378,78.0,14.504,189.11,682,335,126.82,62.29,0.4194,0.4866,0.1879,47,6.53,3.211,6.694,46,0.291,0.203,46,0.661,1.674,,,,0.372,,,0.372,0.0,1.302,4.02,2.417,0.0027,
2190,Switchboard,9.988,146.0,14.618,224.27,1126,1114,112.74,111.53,0.2913,0.2989,0.1491,82,7.35,4.258,8.413,81,-0.057,0.039,81,0.4863,1.402,,,,0.501,,,0.501,0.0,4.105,15.25,0.2,0.0049,1.802
2191,Switchboard,5.643,92.0,16.303,167.1,504,439,89.31,77.79,0.381,0.4191,0.1871,30,11.066,3.323,17.598,29,0.072,0.194,29,0.5182,6.202,,,,0.354,,,0.354,0.0,1.595,3.14,2.126,0.0071,1.063
2193,Switchboard,9.983,198.0,19.834,226.48,1036,1225,103.78,122.71,0.2548,0.3151,0.1795,99,6.109,3.699,5.988,98,-0.069,0.046,98,0.524,3.005,,,,0.801,,,0.801,0.0,4.508,20.61,1.603,0.0092,
2194,Switchboard,8.913,126.0,14.137,197.69,1217,545,136.55,61.15,0.3073,0.4275,0.1744,62,8.415,3.724,10.902,61,0.174,0.146,61,0.7091,2.805,,,,0.337,,,0.337,0.0,2.132,5.35,0.785,0.01,
2195,Switchboard,4.786,60.0,12.536,163.81,361,423,75.43,88.38,0.5014,0.3924,0.1895,25,11.081,3.728,12.847,24,0.22,0.088,24,0.5135,2.507,,,,0.209,,,0.209,0.0,2.507,3.62,1.671,0.0167,
2196,Switchboard,9.059,102.0,11.259,215.25,1345,605,148.47,66.78,0.31,0.4132,0.1272,38,14.346,2.996,29.757,37,-0.102,-0.021,37,0.7017,3.091,,,,0.552,,,0.552,0.0,2.318,7.68,1.325,0.0048,
2197,Switchboard,9.977,160.0,16.037,200.16,916,1081,91.81,108.35,0.3308,0.3423,0.1709,54,11.388,6.707,13.103,53,-0.326,-0.154,53,0.447,5.011,,,,1.002,,,0.902,0.1,4.109,17.28,0.902,0.0065,0.601
2198,Switchboard,10.011,221.0,22.075,237.23,943,1432,94.19,143.04,0.2906,0.2339,0.146,109,5.6,2.087,7.151,108,-0.101,0.062,108,0.4071,5.094,,,,1.199,,,1.199,0.0,4.894,18.03,0.4,0.0073,
2199,Switchboard,9.998,220.0,22.005,254.96,1294,1255,129.43,125.53,0.2983,0.2948,0.1399,97,6.206,3.089,7.71,96,-0.037,0.063,96,0.5148,5.001,,,,0.9,,,0.9,0.0,4.901,16.59,2.0,0.0026,
2201,Switchboard,9.99,177.0,17.718,214.62,885,1259,88.59,126.03,0.3164,0.2597,0.2238,92,6.507,2.809,8.188,91,-0.023,-0.015,91,0.4659,1.602,,,,1.101,,,1.101,0.0,5.105,18.76,1.301,0.0049,
2202,Switchboard,10.009,288.0,28.775,203.32,1077,958,107.61,95.72,0.338,0.3361,0.1448,144,4.213,2.265,5.441,143,-0.048,0.064,143,0.5418,5.795,,,,1.399,,,1.399,0.0,6.694,23.63,1.299,0.0067,
2203,Switchboard,9.994,344.0,34.42,214.92,1244,904,124.47,90.45,0.3047,0.3429,0.1027,159,4.029,2.574,4.252,158,-0.266,-0.166,158,0.5787,3.502,,,,2.101,,,2.001,0.1,10.806,43.15,3.402,0.0074,
2204,Switchboard,6.159,66.0,10.717,153.44,359,586,58.29,95.15,0.4903,0.3618,0.277,24,14.591,4.691,17.086,23,0.671,0.54,23,0.3879,3.247,,,,0.325,,,0.325,0.0,0.974,1.59,1.624,0.0091,
2205,Switchboard,8.036,96.0,11.947,203.6,647,989,80.52,123.08,0.3725,0.3225,0.1406,39,12.287,7.568,12.196,38,-0.038,0.12,38,0.4189,2.738,,,,0.498,,,0.498,0.0,1.618,6.42,0.871,0.0189,1.369
2206,Switchboard,9.999,212.0,21.202,190.92,1062,847,106.21,84.71,0.3098,0.3294,0.2465,105,5.146,3.384,5.296,104,0.565,0.348,104,0.5147,5.301,,,,0.9,,,0.9,0.0,2.5,9.85,1.6,0.0132,
2220,Switchboard,9.999,180.0,18.002,195.62,838,1118,83.81,111.81,0.3819,0.2737,0.2017,82,7.254,2.658,10.243,81,0.037,0.082,81,0.4223,2.6,,,,0.8,,,0.8,0.0,3.8,14.19,1.8,0.0111,1.8
2221,Switchboard,9.997,158.0,15.805,205.57,904,1151,90.43,115.14,0.3053,0.298,0.1874,75,8.087,3.65,11.025,74,-0.122,0.036,74,0.4837,3.401,,,,0.8,,,0.6,0.2,4.001,18.96,0.1,0.006,0.8
2222,Switchboard,5.764,115.0,19.951,181.29,642,403,111.38,69.91,0.3832,0.4541,0.1701,59,5.573,2.91,6.64,58,0.247,0.166,58,0.5196,3.123,,,,0.0,,,0.0,0.0,3.47,5.36,1.908,0.0062,
2223,Switchboard,5.394,70.0,12.978,214.69,904,254,167.6,47.09,0.3285,0.4764,0.1785,34,9.326,1.666,15.477,33,0.103,0.181,33,0.7604,2.41,,,,0.556,,,0.556,0.0,2.596,4.45,0.371,0.0142,
2224,Switchboard,9.742,219.0,22.481,262.79,1764,796,181.08,81.71,0.2642,0.304,0.1112,104,5.925,3.073,7.498,103,-0.336,-0.088,103,0.6767,3.388,,,,1.642,,,1.437,0.205,6.775,27.02,1.232,0.0028,
2226,Switchboard,8.348,267.0,31.984,182.32,713,809,85.41,96.91,0.3773,0.267,0.1913,121,4.105,2.031,5.377,120,0.001,0.009,120,0.5047,4.552,,,,0.359,,,0.359,0.0,7.307,17.37,2.995,0.0255,1.318
2227,Switchboard,5.783,180.0,31.124,250.03,1096,350,189.51,60.52,0.2774,0.4029,0.1505,88,3.984,1.705,6.035,87,-0.073,0.122,87,0.7465,4.669,,,,1.383,,,1.21,0.173,6.052,13.1,3.977,0.0092,2.594
2228,Switchboard,9.974,94.0,9.424,183.07,729,1097,73.09,109.98,0.3045,0.3437,0.2087,36,16.094,9.768,18.648,35,0.515,0.494,35,0.4057,3.008,,,,0.201,,,0.201,0.0,1.003,4.16,0.501,0.01,1.103
2229,Switchboard,7.748,204.0,26.329,204.18,937,645,120.93,83.25,0.3351,0.3752,0.1429,109,4.278,3.25,4.573,108,-0.043,0.133,108,0.5192,2.065,,,,1.936,,,1.807,0.129,5.679,23.04,2.323,0.0239,2.065
2230,Switchboard,9.627,100.0,10.388,201.63,997,944,103.57,98.06,0.346,0.3581,0.1773,40,14.188,5.445,17.138,39,0.21,0.156,39,0.4978,3.843,,,,0.416,,,0.416,0.0,1.35,6.63,0.831,0.0013,
2231,Switchboard,6.735,126.0,18.707,216.02,445,1010,66.07,149.95,0.4202,0.3149,0.1888,55,7.504,3.859,8.609,54,-0.206,-0.031,54,0.3919,4.306,,,,1.485,,,1.485,0.0,4.603,18.67,0.148,0.0114,0.594
2232,Switchboard,9.984,92.0,9.215,209.04,1229,858,123.1,85.94,0.2889,0.3147,0.1589,37,16.149,6.73,21.526,36,0.022,0.179,36,0.5838,3.105,,,,0.401,,,0.401,0.0,1.603,6.23,0.3,0.0052,2.404
2233,Switchboard,9.985,128.0,12.819,190.38,620,1281,62.09,128.29,0.3758,0.281,0.23,60,9.661,3.201,13.001,59,0.31,0.357,59,0.3895,3.806,,,,0.601,,,0.501,0.1,1.402,5.39,0.601,0.0069,
2234,Switchboard,8.535,87.0,10.193,188.86,1070,542,125.36,63.5,0.2636,0.3948,0.1899,26,19.58,4.12,28.309,25,-0.095,0.222,25,0.6908,3.046,,,,0.234,,,0.234,0.0,1.054,4.01,1.406,0.0234,0.469
2235,Switchboard,10.012,107.0,10.688,197.17,648,1326,64.72,132.45,0.4383,0.2738,0.1628,46,12.844,3.122,21.334,45,0.201,0.25,45,0.3324,2.597,,,,0.1,,,0.1,0.0,1.498,6.17,1.298,0.0101,1.698
2236,Switchboard,9.574,103.0,10.758,162.42,604,951,63.09,99.33,0.399,0.3912,0.1899,46,12.184,4.928,13.145,45,0.264,0.226,45,0.3895,3.238,,,,0.209,,,0.209,0.0,1.149,3.67,1.149,0.0031,
2237,Switchboard,10.013,350.0,34.955,216.62,940,1229,93.88,122.74,0.3191,0.2889,0.174,159,3.989,2.204,4.743,158,-0.223,-0.177,158,0.4932,5.093,,,,2.197,,,2.097,0.1,10.287,45.22,1.398,0.0172,2.697
2238,Switchboard,9.994,179.0,17.911,222.84,861,1366,86.15,136.69,0.3635,0.2767,0.0711,62,10.006,2.909,16.262,61,-0.351,-0.197,61,0.4436,6.104,,,,1.801,,,1.701,0.1,4.203,20.37,0.801,0.0071,
2239,Switchboard,4.762,101.0,21.209,187.52,397,496,83.37,104.15,0.3929,0.373,0.2207,49,5.694,2.331,7.007,48,0.075,0.115,48,0.4295,2.1,,,,1.68,,,1.26,0.42,5.25,10.81,2.52,0.0156,
2240,Switchboard,9.998,179.0,17.904,213.45,998,1136,99.82,113.62,0.2846,0.25,0.1785,86,7.163,2.64,10.557,85,-0.202,0.037,85,0.4851,4.501,,,,1.3,,,1.3,0.0,4.301,22.39,0.2,0.006,
2241,Switchboard,9.993,131.0,13.109,197.63,1237,738,123.78,73.85,0.2902,0.3523,0.2113,47,12.535,3.355,19.714,46,0.212,0.277,46,0.5799,5.604,,,,0.4,,,0.4,0.0,1.101,4.02,1.201,0.0036,0.901
2242,Switchboard,6.879,171.0,24.857,235.19,1101,517,160.04,75.15,0.3052,0.3965,0.1419,74,5.728,2.361,8.035,73,-0.214,-0.014,73,0.6711,4.797,,,,1.454,,,1.308,0.145,6.251,12.03,1.599,0.02,
2243,Switchboard,9.992,156.0,15.613,178.45,1254,529,125.5,52.94,0.3054,0.3951,0.1878,55,10.469,4.44,15.191,54,0.423,0.215,54,0.6823,4.304,,,,0.4,,,0.4,0.0,2.202,6.3,3.002,0.0047,
2244,Switchboard,4.439,100.0,22.525,181.78,272,535,61.27,120.51,0.5037,0.3514,0.1817,40,6.441,2.154,10.179,39,0.124,0.19,39,0.3695,3.604,,,,0.451,,,0.451,0.0,3.379,4.83,2.253,0.0315,1.802
2245,Switchboard,9.985,322.0,32.25,208.52,1283,799,128.5,80.02,0.3133,0.3705,0.0975,138,4.432,2.889,4.422,137,-0.096,-0.037,137,0.5686,4.607,,,,1.102,,,1.002,0.1,8.012,31.39,3.806,0.0225,
2246,Switchboard,9.867,146.0,14.797,182.94,702,1103,71.15,111.79,0.386,0.3191,0.1853,58,10.256,4.087,14.155,57,-0.064,-0.026,57,0.3928,3.547,,,,0.811,,,0.811,0.0,3.142,11.49,1.216,0.01,
2247,Switchboard,5.958,64.0,10.742,149.54,575,316,96.51,53.04,0.4296,0.4905,0.3116,34,9.536,4.49,11.793,33,0.899,0.74,33,0.6556,4.196,,,,0.0,,,0.0,0.0,0.336,0.56,0.336,0.0013,1.175
2248,Switchboard,6.469,189.0,29.217,204.52,638,685,98.63,105.89,0.3339,0.3358,0.1045,76,5.303,2.922,6.021,75,-0.233,-0.077,75,0.5105,6.647,,,,2.319,,,2.01,0.309,7.42,24.25,2.628,0.0088,1.082
2249,Switchboard,9.985,133.0,13.32,188.29,1231,649,123.29,65.0,0.3079,0.3421,0.135,59,10.093,6.23,10.375,58,0.057,0.103,58,0.6623,3.906,,,,0.2,,,0.2,0.0,2.103,6.42,0.901,0.0022,0.3
2250,Switchboard,5.909,114.0,19.293,220.01,431,869,72.94,147.07,0.3712,0.3234,0.1795,57,6.194,2.74,7.502,56,-0.052,0.096,56,0.3505,3.554,,,,0.846,,,0.846,0.0,5.246,10.73,0.338,0.0061,
2251,Switchboard,7.409,86.0,11.608,192.47,352,1074,47.51,144.96,0.3892,0.3361,0.193,34,12.655,2.514,18.387,33,0.375,0.298,33,0.2174,3.509,,,,0.405,,,0.405,0.0,1.08,4.35,1.89,0.0025,
2252,Switchboard,9.997,152.0,15.205,211.07,949,1161,94.93,116.14,0.3519,0.2946,0.1657,59,10.205,3.305,12.872,58,-0.06,0.072,58,0.4614,3.801,,,,0.6,,,0.6,0.0,2.901,12.13,0.9,0.0128,0.6
2253,Switchboard,9.971,209.0,20.96,209.1,890,1195,89.26,119.85,0.3573,0.323,0.152,92,6.631,3.358,8.569,91,-0.137,0.086,91,0.4496,3.711,,,,1.404,,,1.304,0.1,3.911,17.37,2.908,0.0122,2.206
2254,Switchboard,10.011,326.0,32.565,218.57,1325,863,132.36,86.21,0.2709,0.3013,0.1109,131,4.924,2.296,6.678,130,-0.379,-0.2,130,0.5636,6.493,,,,2.897,,,2.697,0.2,9.49,42.32,1.399,0.025,
2255,Switchboard,9.981,286.0,28.654,233.34,1229,1100,123.13,110.21,0.3263,0.2664,0.1511,148,4.009,2.688,4.211,147,0.033,0.109,147,0.4898,4.508,,,,1.503,,,1.302,0.2,6.212,26.54,2.405,0.004,
2256,Switchboard,6.058,142.0,23.441,170.03,465,565,76.76,93.27,0.428,0.4,0.2564,59,5.733,2.199,8.186,58,0.354,0.23,58,0.3994,6.438,,,,0.825,,,0.825,0.0,3.632,7.64,2.311,0.011,
2257,Switchboard,10.0,154.0,15.401,227.61,764,1512,76.4,151.21,0.2984,0.3042,0.1964,73,8.129,4.83,9.907,72,0.076,0.16,72,0.3669,3.4,,,,0.6,,,0.6,0.0,3.0,12.62,0.8,0.008,
2258,Switchboard,10.017,316.0,31.548,226.03,1541,723,153.85,72.18,0.2732,0.3361,0.1454,153,3.989,1.96,5.22,152,-0.065,0.011,152,0.6047,4.193,,,,1.997,,,1.897,0.1,7.887,33.94,2.995,0.008,
2259,Switchboard,6.108,59.0,9.66,138.51,272,574,44.53,93.98,0.4926,0.3641,0.3142,22,15.908,2.485,21.378,21,0.588,0.352,21,0.313,2.456,,,,0.164,,,0.164,0.0,0.491,1.02,1.965,0.0119,0.327
2260,Switchboard,9.925,258.0,25.996,204.04,969,1056,97.63,106.4,0.322,0.3201,0.1341,129,4.7,1.577,8.866,128,-0.109,-0.005,128,0.5229,4.03,,,,1.008,,,1.008,0.0,7.053,21.22,0.705,0.0083,1.814
2261,Switchboard,8.24,53.0,6.432,141.51,668,498,81.07,60.44,0.4177,0.506,0.2859,31,14.268,8.89,14.903,30,1.576,1.471,30,0.6412,1.092,,,,0.121,,,0.121,0.0,0.607,1.43,0.485,0.0166,
2262,Switchboard,9.207,149.0,16.183,178.34,914,728,99.27,79.07,0.3118,0.3489,0.1743,54,9.985,4.522,12.232,53,0.198,0.138,53,0.5613,6.191,,,,0.217,,,0.217,0.0,1.846,4.57,1.412,0.0058,1.303
2263,Switchboard,5.731,154.0,26.872,191.77,587,512,102.43,89.34,0.3731,0.3594,0.213,89,3.542,1.929,4.009,88,0.282,0.116,88,0.6425,4.362,,,,0.0,,,0.0,0.0,4.711,5.49,1.396,0.0105,2.966
2264,Switchboard,4.226,106.0,25.083,263.6,697,417,164.93,98.67,0.3372,0.4556,0.0807,44,6.083,2.585,8.922,43,-0.434,-0.114,43,0.636,2.366,,,,2.366,,,2.366,0.0,7.809,15.61,1.42,0.0356,1.42
2265,Switchboard,4.81,75.0,15.592,182.53,424,454,88.14,94.38,0.5024,0.4471,0.2023,33,8.594,2.99,10.92,32,0.056,0.044,32,0.5243,2.287,,,,0.0,,,0.0,0.0,2.703,4.2,0.832,0.041,0.624
2266,Switchboard,4.308,115.0,26.693,235.36,542,472,125.81,109.56,0.4299,0.4364,0.1322,49,5.334,2.62,8.872,48,-0.133,0.031,48,0.5256,5.339,,,,1.393,,,1.393,0.0,5.803,9.49,2.089,0.0118,0.464
2267,Switchboard,9.991,195.0,19.518,203.48,965,1068,96.59,106.9,0.3098,0.3193,0.1365,70,8.652,3.706,12.373,69,-0.101,-0.081,69,0.4555,5.505,,,,1.101,,,1.001,0.1,4.204,17.64,2.702,0.0011,
2268,Switchboard,7.508,180.0,23.975,204.19,754,779,100.43,103.76,0.3621,0.3042,0.1259,80,5.689,2.314,7.771,79,-0.087,-0.003,79,0.4765,5.061,,,,0.799,,,0.799,0.0,5.861,16.06,1.066,0.0219,1.199
2269,Switchboard,10.01,71.0,7.093,202.61,1432,596,143.06,59.54,0.2947,0.3993,0.174,25,23.718,17.577,27.611,24,0.296,0.295,24,0.7241,2.797,,,,0.1,,,0.1,0.0,0.4,1.6,0.799,0.0032,
2270,Switchboard,6.165,144.0,23.358,233.91,857,585,139.01,94.89,0.2917,0.3846,0.1596,48,7.844,3.6,11.136,47,-0.219,-0.176,47,0.6011,5.84,,,,1.298,,,1.135,0.162,6.164,13.0,1.298,0.0158,
2271,Switchboard,4.162,96.0,23.066,170.83,197,514,47.33,123.5,0.5381,0.4669,0.2875,55,3.987,2.661,3.625,54,0.527,0.378,54,0.3116,2.162,,,,0.481,,,0.481,0.0,2.883,4.55,2.403,0.0123,
2272,Switchboard,7.247,124.0,17.111,186.29,468,882,64.58,121.71,0.4209,0.3039,0.1685,48,9.064,2.004,12.899,47,-0.08,-0.048,47,0.3689,5.244,,,,0.828,,,0.828,0.0,4.002,11.54,1.104,0.0032,
2273,Switchboard,10.003,193.0,19.295,233.84,1541,798,154.06,79.78,0.2395,0.3496,0.1273,80,7.621,3.209,9.353,79,-0.152,0.121,79,0.6157,2.699,,,,1.0,,,0.8,0.2,3.899,19.16,3.899,0.0096,
2274,Switchboard,7.187,151.0,21.009,206.05,742,739,103.24,102.82,0.3504,0.3288,0.1371,62,7.166,2.963,9.085,61,-0.272,-0.169,61,0.508,5.009,,,,1.948,,,1.948,0.0,5.704,23.48,0.974,0.0083,
2275,Switchboard,8.295,165.0,19.891,226.27,1205,672,145.26,81.01,0.2896,0.378,0.1436,75,6.754,2.545,9.772,74,-0.16,0.021,74,0.6523,4.46,,,,0.844,,,0.844,0.0,4.34,12.51,1.808,0.0032,0.723
2276,Switchboard,5.21,150.0,28.792,222.85,774,387,148.57,74.28,0.3708,0.4522,0.1663,69,4.617,2.658,5.194,68,-0.131,0.066,68,0.6697,5.183,,,,1.536,,,1.536,0.0,6.91,14.06,0.576,0.0197,
2277,Switchboard,9.979,158.0,15.833,207.73,660,1413,66.14,141.59,0.3636,0.247,0.1812,83,7.092,3.095,8.339,82,0.115,0.161,82,0.3245,3.407,,,,0.401,,,0.401,0.0,2.906,11.26,1.002,0.0011,
2278,Switchboard,9.986,235.0,23.533,243.95,987,1449,98.84,145.11,0.3485,0.2754,0.1359,109,5.551,3.38,6.333,108,-0.071,0.128,108,0.4245,4.406,,,,1.202,,,1.202,0.0,4.506,17.54,2.904,0.0069,2.303
2279,Switchboard,8.799,188.0,21.366,219.0,1386,541,157.52,61.48,0.2352,0.3845,0.1344,89,5.895,2.656,8.534,88,0.002,0.058,88,0.649,5.114,,,,0.682,,,0.682,0.0,4.887,14.09,0.568,0.0079,1.818
2280,Switchboard,3.863,103.0,26.663,227.8,413,467,106.91,120.89,0.385,0.3704,0.1356,52,4.384,2.836,3.987,51,0.003,0.07,51,0.5229,4.401,,,,0.777,,,0.777,0.0,5.177,8.33,2.847,0.0047,
2281,Switchboard,9.984,214.0,21.434,238.98,1306,1080,130.81,108.17,0.2902,0.3352,0.1361,114,5.246,3.276,5.257,113,0.003,0.109,113,0.5389,2.804,,,,1.002,,,1.002,0.0,4.707,19.22,1.002,0.014,
2282,Switchboard,9.998,112.0,11.203,198.85,997,991,99.72,99.12,0.321,0.3461,0.1858,61,9.548,5.582,9.481,60,0.28,0.38,60,0.5025,1.8,,,,0.7,,,0.6,0.1,1.6,6.9,0.9,0.0059,
2283,Switchboard,9.978,166.0,16.637,201.65,1309,703,131.19,70.46,0.2903,0.3727,0.1469,71,8.508,3.188,11.295,70,-0.088,-0.017,70,0.6456,3.107,,,,0.802,,,0.802,0.0,3.809,14.8,1.503,0.0078,0.501
2284,Switchboard,9.814,150.0,15.285,210.42,1661,404,169.25,41.17,0.245,0.4381,0.1349,51,11.559,1.65,23.658,50,-0.073,-0.062,50,0.735,3.159,,,,0.204,,,0.204,0.0,3.159,7.9,3.159,0.0079,
2285,Switchboard,10.004,106.0,10.595,193.61,1002,935,100.16,93.46,0.3343,0.3176,0.1508,36,16.863,5.659,18.979,35,-0.214,-0.176,35,0.5345,3.698,,,,0.5,,,0.5,0.0,2.199,7.05,0.6,0.0029,0.3
2286,Switchboard,10.006,167.0,16.69,161.4,1005,610,100.44,60.96,0.3095,0.377,0.2696,80,7.359,2.211,13.55,79,0.105,0.236,79,0.6081,2.299,,,,1.299,,,1.199,0.1,3.798,16.32,1.599,0.0087,
2287,Switchboard,7.75,152.0,19.613,196.9,539,987,69.55,127.35,0.3859,0.2928,0.1539,67,6.839,4.187,8.493,66,0.037,-0.01,66,0.3437,3.742,,,,0.387,,,0.387,0.0,4.645,9.25,2.194,0.0062,0.516
2288,Switchboard,9.983,211.0,21.135,196.62,785,1178,78.63,117.99,0.2548,0.2615,0.1221,69,9.014,2.892,10.355,68,-0.347,-0.181,68,0.4163,4.407,,,,1.502,,,1.502,0.0,4.908,24.53,3.906,0.0134,
2289,Switchboard,9.992,106.0,10.608,197.85,1113,864,111.39,86.47,0.2812,0.3484,0.1295,54,11.106,5.198,13.712,53,-0.015,0.047,53,0.573,1.501,,,,0.3,,,0.3,0.0,2.502,8.11,0.6,0.0048,0.801
2290,Switchboard,9.981,155.0,15.529,168.01,894,783,89.57,78.45,0.3132,0.3423,0.2226,54,10.909,3.027,16.793,53,0.172,0.204,53,0.5406,3.507,,,,0.2,,,0.2,0.0,1.603,6.81,4.609,0.004,1.803
2291,Switchboard,8.692,91.0,10.469,176.36,736,797,84.67,91.69,0.3832,0.3225,0.1527,38,13.243,6.211,14.917,37,0.435,0.168,37,0.5435,3.911,,,,0.115,,,0.115,0.0,1.381,3.1,0.115,0.005,
2292,Switchboard,9.79,155.0,15.832,192.64,1007,879,102.86,89.79,0.292,0.3367,0.1863,65,8.957,4.038,11.272,64,0.025,0.06,64,0.5412,3.269,,,,0.409,,,0.409,0.0,2.758,10.09,2.349,0.0062,0.511
2293,Switchboard,6.903,67.0,9.706,185.72,383,899,55.49,130.24,0.329,0.3192,0.1968,26,15.587,6.257,20.706,25,0.204,0.154,25,0.3059,3.332,,,,0.145,,,0.145,0.0,1.304,2.9,0.869,0.0103,0.29
2294,Switchboard,9.996,79.0,7.903,176.97,972,797,97.24,79.73,0.3148,0.4504,0.2841,52,10.897,4.211,18.08,51,0.606,0.506,51,0.5575,0.9,,,,0.6,,,0.6,0.0,1.401,7.93,0.3,0.0017,
2295,Switchboard,6.326,151.0,23.87,184.8,564,605,89.16,95.64,0.344,0.3851,0.164,60,6.646,3.579,7.181,59,-0.384,-0.217,59,0.4973,4.426,,,,2.687,,,2.529,0.158,7.43,22.38,1.581,0.0087,0.316
2296,Switchboard,4.324,64.0,14.8,179.22,379,396,87.64,91.58,0.4802,0.4621,0.2017,30,8.143,4.023,8.681,29,0.405,0.346,29,0.4967,3.469,,,,0.0,,,0.0,0.0,1.156,0.7,1.156,0.0097,1.85
2297,Switchboard,9.994,140.0,14.009,219.94,1490,708,149.1,70.85,0.2577,0.4138,0.1683,56,10.623,3.388,15.414,55,0.071,0.134,55,0.6397,3.502,,,,0.5,,,0.5,0.0,2.502,8.44,2.201,0.0029,
